B03002,Hispanic or Latino Origin by Race,,,,,,,,
13731,923,860,0,5,7,0,0,32,19
13732,7799,7371,57,0,73,0,0,165,133
13733,4811,4623,9,7,2,0,0,87,83
13734,1817,1720,2,0,1,0,0,0,94
13736,2283,2252,0,0,5,0,0,20,6
13739,752,712,0,0,12,0,0,7,21
13740,515,461,7,5,16,0,7,6,13
13743,3551,3529,0,0,0,0,0,8,14
13744,1142,1126,1,0,0,1,0,14,0
13746,1954,1834,13,44,7,0,0,56,0
13748,3876,3461,17,0,0,0,0,0,398
13750,918,824,35,0,23,0,0,7,29
13751,180,180,0,0,0,0,0,0,0
13752,794,783,0,0,0,0,0,2,9
13753,5651,4675,321,2,117,2,0,172,362
13754,3147,2953,28,7,31,11,0,57,60
13755,1127,1105,0,0,0,0,0,12,10
13756,384,372,0,0,0,0,0,0,12
13757,1338,1334,0,0,0,0,0,0,4
13760,42372,37584,1899,50,885,0,36,620,1298
13774,154,154,0,0,0,0,0,0,0
13775,1829,1808,3,0,0,0,0,3,15
13776,546,494,0,0,20,0,0,31,1
13777,347,335,6,0,0,0,0,6,0
13778,5486,5182,17,0,19,0,0,78,190
13780,929,887,0,0,0,0,0,30,12
13782,777,663,33,0,15,0,0,13,53
13783,2634,2397,59,0,0,0,28,67,83
13784,130,125,0,0,0,0,0,0,5
13786,365,349,0,0,6,0,0,0,10
13787,3342,3206,2,39,18,0,14,50,13
13788,911,873,4,0,10,0,0,18,6
13790,17964,13911,1272,51,1396,14,8,532,780
13794,67,67,0,0,0,0,0,0,0
13795,2878,2537,59,0,0,0,0,0,282
13796,1362,1258,17,0,0,0,2,0,85
13797,2220,2199,4,0,0,0,0,15,2
13801,1428,1327,12,37,10,0,0,29,13
13802,711,608,0,0,0,0,0,0,103
13803,4243,4076,35,13,16,0,4,34,65
13804,323,313,0,0,0,0,0,10,0
13806,229,206,0,0,23,0,0,0,0
13807,1163,1097,24,0,15,0,0,18,9
13808,1544,1448,0,0,8,0,0,44,44
13809,1531,1514,0,0,0,0,0,0,17
13810,1210,1179,0,0,9,6,3,0,13
13811,4243,4050,35,83,14,0,0,39,22
13812,2386,2323,0,0,16,0,2,41,4
13813,752,625,0,0,0,0,0,127,0
13815,12930,12063,202,39,131,0,0,195,300
13820,22070,18958,739,15,450,0,19,465,1424
13825,2914,2833,10,0,17,0,0,52,2
13826,15,15,0,0,0,0,0,0,0
13827,11452,10695,65,12,160,0,0,170,350
13830,5077,4840,73,0,6,0,0,20,138
13832,576,553,8,0,0,0,0,0,15
13833,3728,3595,0,0,25,0,0,87,21
13834,289,271,18,0,0,0,0,0,0
13835,1132,1102,0,18,0,0,0,10,2
13838,4099,3711,26,0,13,0,0,164,185
13839,1171,1077,0,0,5,0,0,30,59
13841,659,609,7,0,0,0,0,25,18
13842,606,492,59,0,14,0,0,20,21
13843,2015,1936,0,0,0,0,0,42,37
13844,790,739,17,0,0,0,0,31,3
13845,123,123,0,0,0,0,0,0,0
13846,369,361,2,0,6,0,0,0,0
13847,98,98,0,0,0,0,0,0,0
13849,4502,4346,14,14,0,0,0,33,95
13850,22351,18171,884,0,2315,13,28,238,702
13856,6089,5946,34,1,0,0,0,2,106
13859,146,146,0,0,0,0,0,0,0
13860,27,27,0,0,0,0,0,0,0
13861,273,273,0,0,0,0,0,0,0
13862,4290,4043,32,0,7,7,0,70,131
13863,694,650,13,0,0,0,0,6,25
13864,880,738,42,0,0,0,0,13,87
13865,6297,6076,28,0,19,0,0,35,139
13901,19230,16094,1057,54,359,0,11,849,806
13902,6130,4133,320,0,1027,0,2,151,497
13903,18258,14496,1452,25,262,0,7,1015,1001
13904,10347,8488,846,0,286,0,0,159,568
13905,25890,19404,2061,65,1771,0,0,1184,1405
14001,9522,9142,40,12,34,0,18,148,128
14004,12332,10814,1083,52,65,19,0,30,269
14005,1838,1749,4,0,0,0,9,15,61
14006,9605,8990,129,77,0,0,0,148,261
14008,1415,1406,2,0,2,0,0,0,5
14009,5491,5150,77,0,53,0,0,36,175
14011,9198,7204,1199,46,10,0,0,107,632
14012,2334,2227,0,12,34,0,0,16,45
14013,1703,1255,18,361,14,0,0,33,22
14020,22707,20031,699,22,309,0,59,701,886
14024,1552,1510,0,0,27,0,0,13,2
14025,3475,3436,7,0,0,0,1,7,24
14026,531,506,0,0,0,0,0,0,25
14028,1776,1720,5,30,0,0,0,20,1
14030,1800,1735,3,7,0,0,0,2,53
14031,10468,9877,165,0,91,0,0,214,121
14032,9083,8744,11,0,83,0,0,101,144
14033,1677,1556,0,0,8,0,0,0,113
14034,2716,2009,414,21,4,0,7,28,233
14035,105,105,0,0,0,0,0,0,0
14036,4836,4524,50,48,4,0,0,173,37
14037,1107,1098,0,0,0,0,0,0,9
14039,90,90,0,0,0,0,0,0,0
14040,1921,1894,0,3,0,0,0,0,24
14041,195,195,0,0,0,0,0,0,0
14042,4181,4005,0,0,51,0,0,21,104
14043,24538,22786,834,9,164,0,0,278,467
14047,6549,6257,41,0,0,0,0,35,216
14048,14283,9235,521,99,82,0,0,277,4069
14051,20219,17036,489,0,1950,0,38,281,425
14052,16672,15976,112,21,102,0,1,209,251
14054,1593,1331,35,11,0,0,0,20,196
14055,1331,1300,0,0,0,0,0,25,6
14057,8022,7632,1,0,83,0,16,58,232
14058,1994,1612,24,0,0,0,0,91,267
14059,9860,9728,2,38,44,0,0,18,30
14060,326,326,0,0,0,0,0,0,0
14061,375,342,0,11,1,0,0,12,9
14062,3046,2801,57,12,18,10,0,24,124
14063,14302,12167,415,82,173,6,0,373,1086
14065,1637,1585,0,2,13,0,0,31,6
14066,1260,1224,22,13,0,0,0,0,1
14067,5076,4759,96,10,9,0,0,45,157
14068,6731,6024,123,0,356,0,0,46,182
14069,792,786,1,5,0,0,0,0,0
14070,6894,4951,636,531,16,2,30,201,527
14072,21047,19554,453,19,355,0,22,219,425
14075,42780,41035,519,107,277,0,0,287,555
14080,4313,4191,37,0,8,0,0,61,16
14081,3123,1822,44,907,44,5,0,256,45
14082,576,576,0,0,0,0,0,0,0
14085,7178,7018,24,0,54,0,0,17,65
14086,32585,31071,356,28,263,0,0,133,734
14091,1149,711,19,380,0,0,0,0,39
14092,10922,9729,106,350,298,0,62,140,237
14094,49257,42983,2510,116,500,0,28,1337,1783
14098,3102,2930,28,30,0,0,0,55,59
14101,1910,1837,0,6,0,0,0,10,57
14102,1255,1213,0,42,0,0,0,0,0
14103,10519,9036,391,30,106,0,2,220,734
14105,4591,4328,49,15,2,0,20,41,136
14108,5689,5473,53,51,0,0,0,87,25
14109,1082,816,58,14,29,0,0,55,110
14111,3425,3224,35,51,26,0,3,55,31
14112,105,105,0,0,0,0,0,0,0
14113,455,439,0,0,0,0,0,0,16
14120,44119,41865,469,110,336,0,44,674,621
14125,3728,3519,47,17,12,0,0,63,70
14126,608,598,0,0,0,0,0,0,10
14127,30191,28689,205,18,488,0,76,103,612
14129,1530,1191,6,296,10,0,3,10,14
14130,170,156,10,0,0,0,0,0,4
14131,4969,4745,58,0,37,0,0,105,24
14132,5632,4868,28,473,63,0,24,88,88
14134,111,104,0,0,0,0,0,0,7
14135,147,143,0,0,0,0,0,4,0
14136,4667,4421,44,41,0,0,0,65,96
14138,1879,1805,14,11,0,0,0,16,33
14139,2193,2062,0,0,114,0,0,14,3
14141,7480,7202,31,82,23,0,0,10,132
14143,1013,855,22,5,15,0,0,112,4
14145,1847,1687,10,58,0,0,0,0,92
14150,40850,36503,1075,101,671,0,16,1002,1482
14167,1761,1701,10,0,0,0,0,39,11
14168,30,30,0,0,0,0,0,0,0
14169,115,115,0,0,0,0,0,0,0
14170,2944,2944,0,0,0,0,0,0,0
14171,1918,1710,15,10,0,0,0,137,46
14172,3002,2911,26,5,6,0,0,36,18
14173,281,281,0,0,0,0,0,0,0
14174,5597,5357,41,23,19,0,0,68,89
14201,11935,4404,2630,41,247,0,0,323,4290
14202,3385,2032,692,15,48,0,0,47,551
14203,1733,581,747,4,111,0,10,11,269
14204,8643,1500,5905,0,109,2,0,92,1035
14206,20310,14875,2579,210,453,0,23,610,1560
14207,23275,10736,3430,81,2717,0,7,1466,4838
14208,10574,1329,8378,16,495,5,0,70,281
14209,7736,3841,2752,18,253,0,0,156,716
14210,14249,10635,1147,240,183,0,0,511,1533
14211,22495,3117,15590,93,1824,0,7,961,903
14212,10715,4306,3608,58,1424,0,42,332,945
14213,23113,8918,4780,132,3097,0,0,629,5557
14214,19492,9377,6225,97,1838,50,126,336,1443
14215,41435,5522,31107,21,1222,33,34,1299,2197
14216,22289,15471,3021,26,529,0,26,586,2630
14217,22975,20297,1158,59,229,7,22,503,700
14218,18952,14249,1954,59,121,29,111,698,1731
14219,12000,11103,85,49,0,0,16,154,593
14220,22623,19294,500,29,176,47,0,413,2164
14221,53948,46070,1629,75,4208,0,49,724,1193
14222,14114,9776,2198,33,722,0,12,256,1117
14223,22225,19683,1095,29,196,0,0,212,1010
14224,40815,39309,364,36,192,0,0,250,664
14225,33091,25928,4667,15,601,0,126,778,976
14226,30644,22396,3342,184,1928,24,96,1293,1381
14227,21497,19257,932,19,467,0,5,81,736
14228,21839,15801,1621,96,2747,33,0,304,1237
14261,5702,3014,635,0,1176,4,0,174,699
14301,12704,6616,3951,127,105,19,38,641,1207
14302,140,114,21,0,5,0,0,0,0
14303,5582,3460,983,196,192,14,0,255,482
14304,29262,25739,861,396,566,19,50,908,723
14305,16767,10143,5217,135,124,0,0,583,565
14411,13776,11045,1633,21,45,0,0,450,582
14414,7017,6654,7,34,125,0,0,97,100
14415,183,161,0,0,0,0,0,22,0
14416,3535,3324,27,1,19,0,0,115,49
14418,1176,1121,0,0,0,0,0,0,55
14420,21006,18189,725,6,378,0,42,376,1290
14422,2221,2115,22,6,21,0,0,19,38
14423,4559,4188,90,0,87,0,13,73,108
14424,27880,25958,398,107,155,23,56,274,909
14425,12049,10578,423,0,140,13,34,171,690
14427,1943,1783,0,0,0,0,0,93,67
14428,7208,6976,70,0,16,0,0,58,88
14432,5875,5560,19,0,3,0,0,48,245
14433,4141,3794,62,3,1,0,0,55,226
14435,2773,2670,40,7,4,0,0,20,32
14437,11220,9518,825,21,16,0,54,179,607
14441,319,303,0,0,2,0,0,0,14
14445,7716,6621,326,103,39,12,0,320,295
14450,41546,37458,596,71,1487,12,0,393,1529
14454,11206,9913,281,12,325,0,0,135,540
14456,19473,14567,1208,57,842,0,0,483,2316
14462,534,529,0,0,0,0,0,3,2
14464,7462,7126,124,0,7,0,0,91,114
14466,1576,1459,0,0,0,0,31,0,86
14467,10098,7541,1281,0,628,0,186,174,288
14468,17913,16715,482,0,18,0,17,115,566
14469,5983,5836,30,0,0,0,5,31,81
14470,7406,6737,138,22,77,0,0,147,285
14471,2458,2110,36,0,5,0,0,82,225
14472,8713,8402,51,0,64,0,0,101,95
14475,391,335,0,0,7,0,0,0,49
14476,2250,2170,0,12,0,0,0,10,58
14477,1411,1342,21,13,0,0,0,11,24
14478,1501,1315,37,17,51,0,0,0,81
14479,115,115,0,0,0,0,0,0,0
14480,711,672,39,0,0,0,0,0,0
14481,1699,1592,8,12,17,0,0,46,24
14482,8303,7815,183,6,47,0,0,50,202
14485,4010,3723,10,0,69,0,2,47,159
14486,449,449,0,0,0,0,0,0,0
14487,6159,5732,10,4,92,30,0,204,87
14489,7113,6191,454,3,28,0,12,188,237
14502,10733,10040,105,0,246,8,0,107,227
14504,1839,1757,3,5,0,0,0,29,45
14505,5002,4504,126,0,0,0,0,189,183
14506,1317,1306,0,11,0,0,0,0,0
14507,1157,1065,21,0,8,0,0,31,32
14510,4929,4208,225,9,0,0,0,0,487
14511,439,343,13,0,0,0,0,51,32
14512,4418,4275,14,0,34,6,0,40,49
14513,13938,11753,591,20,157,31,0,443,943
14514,6724,5919,372,7,51,15,0,305,55
14516,2392,2118,60,0,16,0,0,14,184
14517,2931,2785,54,0,86,0,0,2,4
14519,11723,11130,170,3,138,0,0,135,147
14521,2405,2291,34,13,0,0,0,23,44
14522,9005,8399,61,5,39,0,10,86,405
14525,2424,2295,35,17,0,0,0,9,68
14526,19973,17380,543,32,855,0,0,338,825
14527,12745,12055,128,0,89,0,10,134,329
14529,137,137,0,0,0,0,0,0,0
14530,5306,4691,142,13,38,0,0,226,196
14532,4273,4231,3,0,10,0,0,7,22
14533,2206,2061,9,0,3,0,0,19,114
14534,31615,26711,394,0,2437,25,11,962,1075
14536,576,555,0,0,4,0,0,15,2
14537,147,147,0,0,0,0,0,0,0
14539,90,70,0,0,0,0,0,20,0
14541,4075,2661,936,27,0,3,8,77,363
14542,60,47,0,0,0,0,0,0,13
14543,3203,3046,72,0,36,0,0,0,49
14544,1954,1885,7,0,0,0,0,42,20
14545,188,159,24,0,0,0,0,5,0
14546,4702,4282,193,0,36,0,0,25,166
14548,3826,3592,25,13,0,0,0,17,179
14549,76,76,0,0,0,0,0,0,0
14550,1491,1360,27,42,16,0,0,28,18
14551,5152,4358,340,16,35,5,0,95,303
14555,1004,935,24,0,0,0,12,24,9
14559,18930,17374,271,5,97,0,43,190,950
14560,2176,2091,4,0,0,0,4,6,71
14561,3014,2916,4,0,10,0,0,0,84
14564,15082,14080,154,81,295,0,78,307,87
14568,6232,5900,8,0,20,0,0,46,258
14569,5896,5465,96,0,19,0,0,224,92
14571,1350,1230,94,8,0,0,0,0,18
14572,4640,4475,35,14,0,0,4,59,53
14580,52585,47375,1313,43,1696,0,0,660,1498
14585,85,69,0,0,0,0,0,0,16
14586,11875,8259,1242,17,1614,0,55,230,458
14588,800,429,276,0,0,0,8,24,63
14589,7605,6548,218,31,3,61,13,190,541
14590,5316,4805,163,20,18,0,3,58,249
14591,1592,1579,0,0,0,0,0,9,4
14592,64,64,0,0,0,0,0,0,0
14604,2364,1188,763,0,59,0,0,101,253
14605,11932,1454,5854,9,264,15,2,287,4047
14606,28296,15800,5907,91,1585,0,9,699,4205
14607,16521,13313,1596,6,467,0,6,192,941
14608,11542,2837,6491,20,332,0,0,473,1389
14609,41168,18446,13701,55,374,8,315,1102,7167
14610,13760,11390,644,15,425,0,7,349,930
14611,16962,3531,10673,26,112,0,22,568,2030
14612,34116,28030,2533,54,640,0,239,576,2044
14613,15381,3681,6640,5,882,0,0,776,3397
14614,1215,353,593,9,9,0,0,0,251
14615,16963,9442,3699,9,789,0,99,489,2436
14616,26948,20573,2632,66,600,6,49,933,2089
14617,22774,19370,1159,55,288,0,0,505,1397
14618,22597,18142,927,60,1780,27,18,638,1005
14619,13642,2656,9354,121,47,0,0,373,1091
14620,23835,16138,3038,74,2036,0,179,535,1835
14621,33066,5744,13363,53,517,0,98,776,12515
14622,11939,9469,576,21,135,16,0,99,1623
14623,25893,17373,2871,132,3512,0,17,552,1436
14624,36570,29117,4149,74,773,0,17,805,1635
14625,10262,9685,56,21,126,0,0,79,295
14626,30292,24120,2127,32,1095,0,14,1050,1854
14627,2348,1569,183,0,363,0,0,54,179
14701,39214,33684,1244,44,160,20,28,1016,3018
14706,6163,5728,56,91,87,0,0,97,104
14707,129,126,0,0,0,0,0,3,0
14708,230,218,0,0,0,0,0,2,10
14709,1389,1308,4,0,31,0,3,19,24
14710,3443,3324,0,0,38,0,9,14,58
14711,1814,1730,2,6,16,0,0,50,10
14712,3044,2984,42,0,0,9,0,0,9
14714,597,592,0,0,0,0,0,5,0
14715,2733,2654,4,23,7,0,0,13,32
14716,2623,2013,232,48,15,0,8,7,300
14717,509,487,0,16,0,0,0,4,2
14718,2041,1759,168,3,26,0,0,20,65
14719,3459,3271,14,16,4,0,0,49,105
14720,601,565,0,0,17,0,0,10,9
14721,150,144,0,0,0,0,0,0,6
14722,244,159,34,0,8,0,2,23,18
14723,1109,1090,2,0,2,0,0,6,9
14724,2405,2351,0,0,6,0,0,14,34
14726,1892,1879,0,2,0,0,0,4,7
14727,5386,5184,4,15,16,0,0,67,100
14728,995,940,0,0,0,0,0,44,11
14729,906,898,2,0,0,0,0,3,3
14731,1125,1076,0,13,0,0,0,26,10
14732,154,154,0,0,0,0,0,0,0
14733,3646,3536,29,0,1,12,1,22,45
14735,2981,2942,0,20,0,0,0,5,14
14736,203,203,0,0,0,0,0,0,0
14737,4322,4119,6,26,2,0,4,57,108
14738,3252,3198,34,0,0,0,0,0,20
14739,2740,2641,30,0,23,0,0,46,0
14740,1105,1086,0,0,0,0,0,14,5
14741,1900,1845,0,5,7,0,0,37,6
14742,313,235,34,7,0,0,0,32,5
14743,1784,1616,122,8,0,0,0,33,5
14744,2175,1892,86,6,100,0,0,14,77
14747,2243,2214,4,11,0,0,0,10,4
14748,618,453,0,152,3,0,6,4,0
14750,4419,4124,8,0,37,0,28,75,147
14752,345,345,0,0,0,0,0,0,0
14753,1082,1051,3,7,0,0,7,6,8
14754,629,625,0,0,0,0,0,3,1
14755,3011,2748,63,73,0,0,0,36,91
14756,28,28,0,0,0,0,0,0,0
14757,3323,3132,96,3,0,5,7,3,77
14760,17640,16059,485,191,301,0,1,407,196
14767,2138,2067,0,0,2,0,0,0,69
14769,1124,1106,2,0,0,0,0,7,9
14770,2926,2812,0,10,14,0,11,37,42
14772,4075,3923,11,45,4,0,3,41,48
14774,55,54,0,0,0,0,0,0,1
14775,2545,2363,18,6,5,0,0,30,123
14777,693,627,0,0,0,0,0,52,14
14778,1354,1055,120,3,70,0,9,4,93
14779,6606,4486,156,1188,37,0,2,366,371
14781,2089,2020,0,7,3,0,0,45,14
14782,2270,2155,23,3,9,0,0,42,38
14783,305,140,6,141,18,0,0,0,0
14784,972,967,0,0,0,0,0,0,5
14787,4704,4464,0,0,121,0,0,0,119
14788,44,41,1,1,0,0,0,0,1
14801,5328,5206,20,0,3,0,6,31,62
14802,4235,3260,347,20,204,0,17,53,334
14803,800,735,18,0,38,0,0,5,4
14804,1435,1346,3,0,51,6,0,23,6
14805,1065,1038,23,0,0,0,0,4,0
14806,2121,2107,0,0,0,0,0,5,9
14807,3138,2934,5,14,7,0,28,39,111
14808,607,576,0,0,0,0,5,0,26
14809,2284,2168,15,0,8,3,11,26,53
14810,12067,11074,519,34,63,0,0,108,269
14812,3525,3297,5,13,8,0,0,85,117
14813,2351,2152,120,0,2,0,0,30,47
14814,1942,1931,11,0,0,0,0,0,0
14815,841,817,12,0,0,0,0,2,10
14816,527,400,0,5,27,0,0,0,95
14817,2658,2085,112,0,65,0,0,327,69
14818,2176,2045,0,0,9,0,0,68,54
14819,584,571,0,0,5,0,0,8,0
14820,826,795,0,5,0,0,0,20,6
14821,3471,3353,7,9,35,0,0,9,58
14822,913,890,0,0,9,0,0,0,14
14823,3624,3532,15,0,8,0,0,40,29
14824,611,597,0,1,0,0,0,6,7
14825,661,653,2,0,6,0,0,0,0
14826,1957,1794,15,0,0,0,0,71,77
14827,186,186,0,0,0,0,0,0,0
14830,19521,18192,494,11,242,0,27,245,310
14836,892,892,0,0,0,0,0,0,0
14837,5786,5571,57,4,15,0,32,71,36
14838,1917,1881,9,0,14,0,9,4,0
14839,811,809,0,0,0,0,0,2,0
14840,2631,2502,35,8,0,0,0,23,63
14841,707,680,0,0,0,0,0,27,0
14842,1123,1123,0,0,0,0,0,0,0
14843,12814,11894,108,16,170,0,22,294,310
14845,20011,18052,471,0,714,0,0,503,271
14846,775,765,1,5,0,0,0,0,4
14847,2398,2205,8,5,14,5,0,79,82
14850,64221,45199,2526,113,9296,57,256,3050,3724
14853,2656,1783,311,13,143,0,66,54,286
14854,12,12,0,0,0,0,0,0,0
14855,940,928,0,0,8,0,0,0,4
14856,300,300,0,0,0,0,0,0,0
14858,1281,1258,0,0,2,0,0,21,0
14859,984,929,0,0,0,0,0,52,3
14860,1204,1184,9,3,4,0,0,0,4
14861,1125,1125,0,0,0,0,0,0,0
14864,1197,1100,0,0,2,0,0,28,67
14865,2874,2789,49,0,0,0,4,8,24
14867,5676,5294,86,0,0,0,0,89,207
14869,1259,1218,4,0,0,0,0,24,13
14870,9468,8099,226,0,818,0,28,197,100
14871,4980,4617,169,4,2,0,1,72,115
14872,657,559,0,0,0,0,0,42,56
14873,2574,2409,15,0,68,0,4,63,15
14874,235,229,0,0,0,0,0,6,0
14877,476,456,0,0,0,0,0,20,0
14878,644,612,0,0,8,0,0,0,24
14879,1998,1850,4,3,43,0,0,70,28
14880,1640,1573,3,0,20,0,3,21,20
14881,159,159,0,0,0,0,0,0,0
14882,4066,3579,17,0,51,0,31,130,258
14883,4726,4332,144,0,33,0,7,83,127
14884,306,304,0,0,0,0,0,0,2
14885,722,696,0,3,0,0,0,19,4
14886,6713,6302,66,0,14,0,0,132,199
14889,1539,1470,11,4,7,0,0,0,47
14891,4276,3855,40,0,103,0,12,80,186
14892,8022,7607,75,0,42,0,0,100,198
14893,0,0,0,0,0,0,0,0,0
14894,1246,1205,6,0,0,0,0,24,11
14895,9144,8954,62,10,18,9,0,56,35
14897,773,771,0,0,0,0,0,0,2
14898,2018,1992,0,0,0,0,0,26,0
14901,15855,11478,2438,201,131,0,26,865,716
14903,7600,7031,89,0,54,0,0,201,225
14904,15176,12724,1304,24,28,0,45,603,448
14905,8407,7165,496,0,146,7,0,194,399
