NEW YORK,,,,,,,
"Individual Income Tax Returns: 
Selected Income and Tax Items by State, 
ZIP Code, and Size of Adjusted Gross Income, 
Tax Year 2018",,,,,,,
"SOURCE: IRS, Statistics of Income Division, 
Individual Master File System, August 2020.",,,,,,,
[Money amounts are in thousands of dollars],,,,,,,
zip,Number of returns,Number of individuals,Number of dependents,Adjusted gross income (AGI) in thousands,Borough,AGI,AGI Per Capita
0,9632130,17260550,5256960,887473952,NY State,8.87E+11,51416
1,4113120,7197320,2264240,381419765,NYC,3.81E+11,52995
2,835120,1254420,284370,190028651,Manhattan,1.90E+11,151487
3,225940,429720,138040,16994497,Staten,16994497000,39548
4,664800,1216340,472100,27280760,Bronx,27280760000,22429
5,1163290,2085400,634430,64871205,Queens,64871205000,31107
6,1223970,2211440,735300,82244652,Brooklyn,82244652000,37191
10001,16150,21760,3350,2906435,Manhattan,2906435000,133568
10002,42400,67080,16200,2718913,Manhattan,2718913000,40532
10003,29270,38080,4650,8191737,Manhattan,8191737000,215119
10004,2470,4280,1100,944925,Manhattan,944925000,220777
10005,6160,8280,1200,2603668,Manhattan,2603668000,314453
10006,2510,3450,550,577145,Manhattan,577145000,167288
10007,3760,6520,1720,2910802,Manhattan,2910802000,446442
10009,33200,45840,8850,2948597,Manhattan,2948597000,64324
10010,17400,24130,3590,4542337,Manhattan,4542337000,188244
10011,30370,40580,5510,9331779,Manhattan,9331779000,229960
10012,12830,16860,2210,3646355,Manhattan,3646355000,216273
10013,15380,24330,5560,7947938,Manhattan,7947938000,326672
10014,19080,24630,2980,6795181,Manhattan,6795181000,275890
10016,33510,43650,5460,8000771,Manhattan,8000771000,183294
10017,12280,16980,2580,4417331,Manhattan,4417331000,260149
10018,7030,9560,1590,3964454,Manhattan,3964454000,414692
10019,26810,36390,5200,8005583,Manhattan,8005583000,219994
10021,23600,35030,6430,12798847,Manhattan,12798847000,365368
10022,20440,29550,4640,14226340,Manhattan,14226340000,481433
10023,34740,52730,9940,12391069,Manhattan,12391069000,234991
10024,30640,49250,11020,13806195,Manhattan,13806195000,280329
10025,46250,71720,15930,8028810,Manhattan,8028810000,111947
10026,18420,30050,9400,1440633,Manhattan,1440633000,47941
10027,27710,44180,13310,1972417,Manhattan,1972417000,44645
10028,25670,38600,7600,10128983,Manhattan,10128983000,262409
10029,35410,59220,19870,2022052,Manhattan,2022052000,34145
10030,13950,22330,7450,645026,Manhattan,645026000,28886
10031,29390,45020,12960,1401061,Manhattan,1401061000,31121
10032,29400,45560,13240,1270384,Manhattan,1270384000,27884
10033,27090,43640,12890,1360083,Manhattan,1360083000,31166
10034,19890,32550,9940,1019289,Manhattan,1019289000,31315
10035,15570,26100,8980,833400,Manhattan,833400000,31931
10036,19180,25620,3670,4568142,Manhattan,4568142000,178304
10037,10620,16280,4950,570270,Manhattan,570270000,35029
10038,13000,18850,3670,1953888,Manhattan,1953888000,103655
10039,13270,22280,8080,586050,Manhattan,586050000,26304
10040,21550,34910,10420,1037660,Manhattan,1037660000,29724
10044,4570,7340,1610,472585,Manhattan,472585000,64385
10065,16180,24110,4400,8892119,N/A,8892119000,368815
10069,3170,5750,1580,1777529,Manhattan,1777529000,309135
10075,14390,21720,4280,6848124,N/A,6848124000,315291
10128,33540,51680,10800,12570244,Manhattan,12570244000,243232
10162,730,1490,460,203692,Manhattan,203692000,136706
10280,4330,7290,1610,1047685,Manhattan,1047685000,143715
10282,2380,5000,1620,1442366,Manhattan,1442366000,288473
10301,18280,32890,10630,1369609,Staten,1369609000,41642
10302,8280,16220,6010,458236,Staten,458236000,28251
10303,12440,23670,9140,594095,Staten,594095000,25099
10304,20440,38770,13710,1515252,Staten,1515252000,39083
10305,19850,37440,11590,1278252,Staten,1278252000,34141
10306,27730,51790,15280,2132001,Staten,2132001000,41166
10307,6580,12800,4160,657079,Staten,657079000,51334
10308,13810,25700,7350,1124965,Staten,1124965000,43773
10309,15510,30100,9480,1420600,Staten,1420600000,47196
10310,11670,22530,8060,776063,Staten,776063000,34446
10312,29720,57080,17040,2582965,Staten,2582965000,45252
10314,41630,80730,25590,3085380,Staten,3085380000,38219
10451,24060,43630,17590,857426,Bronx,857426000,19652
10452,36950,68800,28520,1129896,Bronx,1129896000,16423
10453,38230,71210,29660,1118282,Bronx,1118282000,15704
10454,15940,30650,13460,488519,Bronx,488519000,15939
10455,18200,34980,15130,574656,Bronx,574656000,16428
10456,41000,78020,33810,1209535,Bronx,1209535000,15503
10457,33580,63960,27480,997507,Bronx,997507000,15596
10458,34930,65420,26740,1116373,Bronx,1116373000,17065
10459,21680,40760,17210,678052,Bronx,678052000,16635
10460,26260,49210,20760,826025,Bronx,826025000,16786
10461,24870,44950,14910,1346454,Bronx,1346454000,29954
10462,40210,74340,27100,1795269,Bronx,1795269000,24149
10463,34570,59620,18730,2432458,Bronx,2432458000,40799
10464,2210,3660,880,212670,Bronx,212670000,58107
10465,19990,35140,11180,1287456,Bronx,1287456000,36638
10466,32980,57870,21590,1388485,Bronx,1388485000,23993
10467,45670,84810,33360,1714750,Bronx,1714750000,20219
10468,36480,66800,26440,1203575,Bronx,1203575000,18018
10469,32960,58580,21140,1593018,Bronx,1593018000,27194
10470,7810,13350,4190,435453,Bronx,435453000,32618
10471,10140,17460,4760,1390724,Bronx,1390724000,79652
10472,29380,57370,23610,971500,Bronx,971500000,16934
10473,28790,50780,19430,1203457,Bronx,1203457000,23699
10474,4980,9510,4120,155708,Bronx,155708000,16373
10475,22930,35460,10300,1153512,Bronx,1153512000,32530
10501,690,1330,430,111607,N/A,111607000,83915
10502,2860,6190,2150,568085,N/A,568085000,91775
10504,4170,8470,2890,1946517,N/A,1946517000,229813
10505,810,1590,530,103648,N/A,103648000,65187
10506,2790,5670,1920,1212840,N/A,1212840000,213905
10507,2640,5010,1660,648922,N/A,648922000,129525
10509,10040,18270,5280,930991,N/A,930991000,50957
10510,4800,9610,3000,1470198,N/A,1470198000,152986
10511,1160,2230,690,97558,N/A,97558000,43748
10512,12700,23270,6460,1173165,N/A,1173165000,50415
10514,5440,12110,4580,2714858,N/A,2714858000,224183
10516,2720,5040,1330,368557,N/A,368557000,73126
10518,720,1370,430,135066,N/A,135066000,98588
10520,6360,12040,3490,930108,N/A,930108000,77251
10522,5360,10350,3230,919988,N/A,919988000,88888
10523,4960,8940,2810,395481,N/A,395481000,44237
10524,2130,3980,1080,336619,N/A,336619000,84578
10526,980,1860,580,162336,N/A,162336000,87277
10527,450,960,310,84297,N/A,84297000,87809
10528,5980,11260,3510,1745733,N/A,1745733000,155038
10530,7220,12150,2690,1027856,N/A,1027856000,84597
10532,2550,4960,1480,277918,N/A,277918000,56032
10533,3700,7540,2510,1083935,N/A,1083935000,143758
10535,370,690,220,26068,N/A,26068000,37780
10536,5130,10320,3430,1582461,N/A,1582461000,153339
10537,1260,2180,580,87175,N/A,87175000,39989
10538,8120,17350,6200,3738612,N/A,3738612000,215482
10541,12910,24500,7570,1274374,N/A,1274374000,52015
10543,9860,19020,6110,1964432,N/A,1964432000,103282
10546,690,1430,470,153328,N/A,153328000,107222
10547,3640,6830,2150,328020,N/A,328020000,48026
10548,1660,3010,860,146648,N/A,146648000,48720
10549,8330,15620,4910,1797542,N/A,1797542000,115080
10550,19710,33960,12340,829407,N/A,829407000,24423
10552,11190,18440,5060,909028,N/A,909028000,49297
10553,5970,10010,3440,316952,N/A,316952000,31664
10560,2200,4190,1230,465545,N/A,465545000,111109
10562,16100,29100,8610,1494035,N/A,1494035000,51341
10566,12500,21850,6700,748125,N/A,748125000,34239
10567,9880,19060,5860,1155513,N/A,1155513000,60625
10570,6100,12210,3930,1319349,N/A,1319349000,108055
10573,18960,35440,11510,2009731,N/A,2009731000,56708
10576,2470,4830,1470,766892,N/A,766892000,158777
10577,1550,2740,920,1373893,N/A,1373893000,501421
10578,430,830,250,43916,N/A,43916000,52911
10579,4400,8390,2470,474998,N/A,474998000,56615
10580,8240,17250,6570,5376117,N/A,5376117000,311659
10583,18920,39870,14040,10335498,N/A,10335498000,259230
10588,1360,2540,750,128381,N/A,128381000,50544
10589,4630,7990,1650,615300,N/A,615300000,77009
10590,3200,6340,1930,582347,N/A,582347000,91853
10591,12080,21610,6410,1715248,N/A,1715248000,79373
10594,2570,4950,1510,339968,N/A,339968000,68680
10595,3330,6340,1860,501425,N/A,501425000,79089
10597,480,960,310,178155,N/A,178155000,185578
10598,14660,28720,8830,1788057,N/A,1788057000,62258
10601,6160,9860,2440,1064627,N/A,1064627000,107974
10603,10040,17180,4860,877388,N/A,877388000,51070
10604,5750,10730,3360,842515,N/A,842515000,78520
10605,10210,18680,5180,1661610,N/A,1661610000,88951
10606,8490,15410,4950,787811,N/A,787811000,51123
10607,4060,7380,2160,431010,N/A,431010000,58402
10701,29840,54750,20230,1567373,N/A,1567373000,28628
10703,10930,19710,6660,631071,N/A,631071000,32018
10704,17300,30140,8890,1182860,N/A,1182860000,39246
10705,18880,35140,13050,1009714,N/A,1009714000,28734
10706,4520,8900,2770,884771,N/A,884771000,99412
10707,5240,9550,2780,664463,N/A,664463000,69577
10708,11510,20120,5510,3453247,N/A,3453247000,171633
10709,4920,9430,2950,746874,N/A,746874000,79202
10710,14110,24910,7090,1191654,N/A,1191654000,47838
10801,18810,35200,11980,1412306,N/A,1412306000,40122
10803,6170,12990,4760,1583488,N/A,1583488000,121901
10804,7170,14440,4550,1772308,N/A,1772308000,122736
10805,9250,15730,4450,700622,N/A,700622000,44540
10901,11290,22260,7490,1388656,N/A,1388656000,62383
10913,2630,5050,1610,406463,N/A,406463000,80488
10916,2230,4390,1400,231611,N/A,231611000,52759
10917,1060,2070,700,95714,N/A,95714000,46239
10918,5820,11040,3530,511727,N/A,511727000,46352
10919,600,1140,340,45294,N/A,45294000,39732
10920,4620,8720,2680,438738,N/A,438738000,50314
10921,2250,4110,1260,178736,N/A,178736000,43488
10923,4980,8980,2940,342379,N/A,342379000,38127
10924,6400,12150,3770,653520,N/A,653520000,53788
10925,2500,4190,1020,201471,N/A,201471000,48084
10926,1950,3530,1150,154920,N/A,154920000,43887
10927,6180,11220,4150,270726,N/A,270726000,24129
10928,2260,3840,1120,128691,N/A,128691000,33513
10930,4410,8750,3110,409861,N/A,409861000,46841
10940,25110,46130,15810,1419464,N/A,1419464000,30771
10941,7350,13420,4370,477012,N/A,477012000,35545
10950,18130,53810,27240,1420887,N/A,1420887000,26406
10952,12660,45170,25360,1411868,N/A,1411868000,31257
10954,12540,22880,6990,1085407,N/A,1085407000,47439
10956,16050,31910,10100,2017889,N/A,2017889000,63237
10958,1650,3200,1030,142360,N/A,142360000,44488
10960,7730,13110,3500,922279,N/A,922279000,70349
10962,2670,5020,1490,338505,N/A,338505000,67431
10963,1240,2430,790,86852,N/A,86852000,35742
10964,740,1370,400,197361,N/A,197361000,144059
10965,7880,14840,4450,853420,N/A,853420000,57508
10968,1260,2010,420,199887,N/A,199887000,99446
10969,630,1190,360,47920,N/A,47920000,40269
10970,5380,10420,3520,465202,N/A,465202000,44645
10973,1170,2210,700,92704,N/A,92704000,41948
10974,1570,2960,920,149054,N/A,149054000,50356
10975,160,280,70,10760,N/A,10760000,38429
10976,850,1420,390,66759,N/A,66759000,47013
10977,24270,63780,31320,1466145,N/A,1466145000,22988
10980,7230,13090,3890,646667,N/A,646667000,49402
10983,3020,5930,1820,345988,N/A,345988000,58345
10984,1350,2570,810,116756,N/A,116756000,45430
10985,160,290,80,10381,N/A,10381000,35797
10986,980,1780,520,95892,N/A,95892000,53872
10987,1900,3450,800,308184,N/A,308184000,89329
10989,4940,8850,2340,488080,N/A,488080000,55150
10990,9870,18630,5480,1047471,N/A,1047471000,56225
10992,4840,9010,2800,399317,N/A,399317000,44319
10993,2630,4630,1610,127250,N/A,127250000,27484
10994,3880,7480,2250,530754,N/A,530754000,70956
10996,1200,3080,1360,93881,N/A,93881000,30481
10998,1630,3370,1140,136258,N/A,136258000,40433
11001,14080,27030,8300,1365557,N/A,1365557000,50520
11003,24230,43370,14730,1382727,N/A,1382727000,31882
11004,6830,12320,3250,497011,Queens,497011000,40342
11005,1480,1910,30,270591,N/A,270591000,141671
11010,12900,23730,6940,1046621,N/A,1046621000,44105
11020,3090,6260,2080,623315,N/A,623315000,99571
11021,9330,17380,5000,1853078,N/A,1853078000,106621
11023,4110,9160,3470,812501,N/A,812501000,88701
11024,3200,6800,2550,1434238,N/A,1434238000,210917
11030,8750,18000,6070,3546763,N/A,3546763000,197042
11040,21860,43140,13300,2402252,N/A,2402252000,55685
11050,15330,29730,9340,3381745,N/A,3381745000,113749
11096,3980,7890,3110,181596,N/A,181596000,23016
11101,23190,35370,7520,2273198,Queens,2273198000,64269
11102,19580,30930,7520,1225616,Queens,1225616000,39625
11103,20950,32260,7040,1269650,Queens,1269650000,39357
11104,15300,25070,5890,1013072,Queens,1013072000,40410
11105,19710,31790,7310,1347282,Queens,1347282000,42381
11106,22260,34880,8090,1391829,Queens,1391829000,39903
11109,3530,5450,850,700625,Queens,700625000,128555
11201,34880,54360,11240,7714299,Brooklyn,7714299000,141911
11203,37810,63680,21870,1679309,Brooklyn,1679309000,26371
11204,33910,76550,29680,1935543,Brooklyn,1935543000,25285
11205,19300,38920,15320,1529774,Brooklyn,1529774000,39306
11206,38420,70650,26640,1771285,Brooklyn,1771285000,25071
11207,44210,77180,29210,1650855,Brooklyn,1650855000,21390
11208,44880,84010,33160,1586724,Brooklyn,1586724000,18887
11209,34490,61350,17310,2811643,Brooklyn,2811643000,45830
11210,29610,55870,21110,2348707,Brooklyn,2348707000,42039
11211,31940,53930,15660,2684922,Brooklyn,2684922000,49785
11212,38640,69670,28290,1344174,Brooklyn,1344174000,19293
11213,30130,52620,18990,1378248,Brooklyn,1378248000,26192
11214,41730,81660,26250,1930773,Brooklyn,1930773000,23644
11215,33640,57850,14470,5454584,Brooklyn,5454584000,94288
11216,29940,42870,10280,1830296,Brooklyn,1830296000,42694
11217,21280,32470,7110,3143030,Brooklyn,3143030000,96798
11218,33320,70170,26270,2212234,Brooklyn,2212234000,31527
11219,34030,91910,41930,1635884,Brooklyn,1635884000,17799
11220,54190,106310,34740,1748844,Brooklyn,1748844000,16450
11221,41950,63390,18250,1958838,Brooklyn,1958838000,30901
11222,23590,33470,5450,2098579,Brooklyn,2098579000,62700
11223,33540,67770,23520,2556150,Brooklyn,2556150000,37718
11224,20250,35580,11600,910704,Brooklyn,910704000,25596
11225,31290,49630,14730,1755176,Brooklyn,1755176000,35365
11226,53290,87070,28280,2466184,Brooklyn,2466184000,28324
11228,20180,39260,12320,1336182,Brooklyn,1336182000,34034
11229,37650,72920,23440,2423575,Brooklyn,2423575000,33236
11230,36570,78250,30050,2773769,Brooklyn,2773769000,35448
11231,17480,30750,8800,2885921,Brooklyn,2885921000,93851
11232,13030,23980,7790,618142,Brooklyn,618142000,25777
11233,32940,54110,18820,1471332,Brooklyn,1471332000,27191
11234,42920,78970,26580,3023834,Brooklyn,3023834000,38291
11235,40280,72910,21030,2567055,Brooklyn,2567055000,35209
11236,48540,82740,29100,2301827,Brooklyn,2301827000,27820
11237,24290,37930,10760,1030147,Brooklyn,1030147000,27159
11238,32190,47990,10650,3353662,Brooklyn,3353662000,69883
11239,7640,12690,4600,322447,Brooklyn,322447000,25410
11354,32200,54580,12440,1299395,Queens,1299395000,23807
11355,52700,91180,21660,1610782,Queens,1610782000,17666
11356,12690,24150,7790,589237,Queens,589237000,24399
11357,20400,37510,10070,1898492,Queens,1898492000,50613
11358,19720,35870,9580,1220462,Queens,1220462000,34025
11360,10210,17510,4010,1004624,Queens,1004624000,57374
11361,14080,25790,7200,1014165,Queens,1014165000,39324
11362,9010,16480,4280,774948,Queens,774948000,47024
11363,3500,6370,1710,458581,Queens,458581000,71991
11364,18210,34260,9640,1300224,Queens,1300224000,37952
11365,21920,41530,12790,1279603,Queens,1279603000,30812
11366,6840,13270,4050,490003,Queens,490003000,36926
11367,19160,38310,13000,1312965,Queens,1312965000,34272
11368,48750,96980,37430,1609584,Queens,1609584000,16597
11369,18090,34110,12000,732524,Queens,732524000,21475
11370,13490,25290,7970,687350,Queens,687350000,27179
11372,35250,63280,18890,1791324,Queens,1791324000,28308
11373,51510,95100,29230,1951391,Queens,1951391000,20519
11374,23480,41150,11060,1606102,Queens,1606102000,39030
11375,35890,63280,16050,3714463,Queens,3714463000,58699
11377,46020,81800,23670,2133352,Queens,2133352000,26080
11378,17950,33410,10130,1034753,Queens,1034753000,30971
11379,18080,33030,9230,1335108,Queens,1335108000,40421
11385,49780,87510,26300,2525905,Queens,2525905000,28864
11411,10870,17600,5340,604233,Queens,604233000,34331
11412,19770,33190,11310,945365,Queens,945365000,28483
11413,21840,36310,12070,1147871,Queens,1147871000,31613
11414,13490,23690,6470,1018439,Queens,1018439000,42990
11415,9690,16890,4730,706738,Queens,706738000,41844
11416,12800,25240,9350,490762,Queens,490762000,19444
11417,15220,28910,9850,724600,Queens,724600000,25064
11418,18030,33980,11670,840143,Queens,840143000,24725
11419,24330,43820,13680,924466,Queens,924466000,21097
11420,23820,43400,14240,1069765,Queens,1069765000,24649
11421,20930,39100,13360,921337,Queens,921337000,23564
11422,16680,27690,9210,876114,Queens,876114000,31640
11423,15440,28320,9490,812347,Queens,812347000,28685
11426,9400,17570,5130,626861,Queens,626861000,35678
11427,11900,22010,6780,754242,Queens,754242000,34268
11428,10120,18650,6040,515246,Queens,515246000,27627
11429,13420,22770,7610,633574,Queens,633574000,27825
11432,28240,56400,19960,1430777,Queens,1430777000,25368
11433,17010,31560,12060,673077,Queens,673077000,21327
11434,33550,56160,19170,1548972,Queens,1548972000,27581
11435,26950,50000,16810,1225636,Queens,1225636000,24513
11436,9950,17700,6190,435964,Queens,435964000,24631
11501,11100,19580,5140,1024612,N/A,1024612000,52330
11507,3870,7620,2340,528308,N/A,528308000,69332
11509,1300,2150,420,293362,N/A,293362000,136447
11510,18470,33070,10460,1463746,N/A,1463746000,44262
11514,2550,4630,1240,236242,N/A,236242000,51024
11516,3290,7930,3420,517908,N/A,517908000,65310
11518,5780,10360,2890,705514,N/A,705514000,68100
11520,24690,42690,14110,1354118,N/A,1354118000,31720
11530,14690,28910,9270,4564212,N/A,4564212000,157877
11542,13870,24110,6680,1216137,N/A,1216137000,50441
11545,6030,11480,3510,2288152,N/A,2288152000,199316
11548,690,1300,410,125254,N/A,125254000,96349
11550,29430,52130,19260,1308715,N/A,1308715000,25105
11552,13210,25470,8790,1120027,N/A,1120027000,43974
11553,14820,25930,9210,682465,N/A,682465000,26320
11554,19830,36940,10560,1748203,N/A,1748203000,47325
11557,4090,8050,2620,883936,N/A,883936000,109806
11558,4430,7670,2120,356650,N/A,356650000,46499
11559,3850,8250,3280,1156620,N/A,1156620000,140196
11560,3390,6200,1930,1299186,N/A,1299186000,209546
11561,19540,31210,7250,2126990,N/A,2126990000,68151
11563,11750,21660,6420,1087297,N/A,1087297000,50198
11565,4750,8910,2450,544929,N/A,544929000,61159
11566,18480,35600,10720,2454324,N/A,2454324000,68942
11568,1680,3130,970,1128745,N/A,1128745000,360621
11570,14500,27210,8560,2364222,N/A,2364222000,86888
11572,16230,30450,9030,1649304,N/A,1649304000,54164
11575,9510,16810,6240,401617,N/A,401617000,23892
11576,6360,12500,3860,2085660,N/A,2085660000,166853
11577,6000,12240,4020,1218852,N/A,1218852000,99579
11579,2600,4860,1390,414263,N/A,414263000,85239
11580,22720,41820,13760,1596769,N/A,1596769000,38182
11581,11130,22190,7730,1030283,N/A,1030283000,46430
11590,26230,47480,15190,1904218,N/A,1904218000,40106
11596,5520,10750,3340,746164,N/A,746164000,69411
11598,5790,14050,5930,1303015,N/A,1303015000,92741
11691,23300,47660,20710,1033194,Queens,1033194000,21678
11692,9060,16850,6730,393888,Queens,393888000,23376
11693,5850,10310,3340,319792,Queens,319792000,31018
11694,8990,15680,4480,850523,Queens,850523000,54243
11697,2360,4120,1000,253659,Queens,253659000,61568
11701,15040,25330,7860,941669,N/A,941669000,37176
11702,7860,13920,3830,921425,N/A,921425000,66194
11703,9510,16550,4740,669660,N/A,669660000,40463
11704,21270,37160,10890,1403722,N/A,1403722000,37775
11705,4180,7840,2400,489239,N/A,489239000,62403
11706,33540,61150,20700,2048803,N/A,2048803000,33505
11709,3580,6310,1730,393634,N/A,393634000,62383
11710,18150,34320,10210,1971058,N/A,1971058000,57432
11713,5520,9980,3360,393048,N/A,393048000,39384
11714,12490,22770,6440,1043267,N/A,1043267000,45818
11715,2390,4310,1200,253457,N/A,253457000,58807
11716,5600,9940,2840,469443,N/A,469443000,47228
11717,32880,61220,23160,1323102,N/A,1323102000,21612
11718,1730,3250,960,283662,N/A,283662000,87281
11719,1610,2790,680,176531,N/A,176531000,63273
11720,14860,27330,8330,1133785,N/A,1133785000,41485
11721,3410,6310,1800,550971,N/A,550971000,87317
11722,19820,36010,13030,903924,N/A,903924000,25102
11724,1660,3280,1100,581312,N/A,581312000,177229
11725,14920,28380,8520,1698157,N/A,1698157000,59836
11726,11370,19920,6460,570205,N/A,570205000,28625
11727,15200,26490,7680,1014515,N/A,1014515000,38298
11729,15310,27510,8500,1034775,N/A,1034775000,37615
11730,7730,13900,3950,788726,N/A,788726000,56743
11731,15780,29560,8820,1645843,N/A,1645843000,55678
11732,1910,3440,900,303914,N/A,303914000,88347
11733,8790,16700,5000,2471431,N/A,2471431000,147990
11735,17880,31300,8700,1575653,N/A,1575653000,50340
11738,8640,16090,5040,625932,N/A,625932000,38902
11740,4830,9210,2950,595427,N/A,595427000,64650
11741,14670,26380,7470,1207425,N/A,1207425000,45770
11742,6950,12440,3610,584092,N/A,584092000,46953
11743,22540,40610,11220,3887816,N/A,3887816000,95735
11746,34670,65010,20770,3728345,N/A,3728345000,57350
11747,11330,20630,5670,2582382,N/A,2582382000,125176
11749,1860,3160,930,117812,N/A,117812000,37282
11751,7900,13950,3940,740086,N/A,740086000,53053
11752,5420,9650,2720,402766,N/A,402766000,41737
11753,6250,13190,4420,1463585,N/A,1463585000,110962
11754,9790,17770,5000,952140,N/A,952140000,53581
11755,6300,11410,3270,588943,N/A,588943000,51616
11756,22970,42360,12470,1792178,N/A,1792178000,42308
11757,23950,42300,12040,1617464,N/A,1617464000,38238
11758,29450,53360,15050,3445028,N/A,3445028000,64562
11762,11890,22430,6640,1350393,N/A,1350393000,60205
11763,14980,26960,8160,1010927,N/A,1010927000,37497
11764,6370,12540,3940,738604,N/A,738604000,58900
11765,350,580,150,319665,N/A,319665000,551147
11766,6140,12050,3600,763967,N/A,763967000,63400
11767,7380,14100,4360,771038,N/A,771038000,54684
11768,11230,20780,5860,1812514,N/A,1812514000,87224
11769,5120,8700,2120,514504,N/A,514504000,59138
11771,5230,9250,2600,1540294,N/A,1540294000,166518
11772,23020,39620,11080,1594177,N/A,1594177000,40237
11776,12500,22630,6920,904026,N/A,904026000,39948
11777,4850,8520,2270,819962,N/A,819962000,96240
11778,6430,11890,3710,493025,N/A,493025000,41466
11779,19750,36100,10730,1480245,N/A,1480245000,41004
11780,8090,14780,4240,1951007,N/A,1951007000,132003
11782,8210,14940,4260,882443,N/A,882443000,59066
11783,11400,21120,6020,1183702,N/A,1183702000,56046
11784,12670,23350,7270,816408,N/A,816408000,34964
11786,3170,6280,2060,357580,N/A,357580000,56939
11787,17820,33680,10130,2179997,N/A,2179997000,64727
11788,8900,16250,4770,964661,N/A,964661000,59364
11789,3810,7010,2130,285100,N/A,285100000,40670
11790,6900,12810,3610,891752,N/A,891752000,69614
11791,12110,25630,8760,2802399,N/A,2802399000,109341
11792,4400,8310,2460,468447,N/A,468447000,56371
11793,16910,31970,9530,1808479,N/A,1808479000,56568
11795,13260,24590,7210,1397613,N/A,1397613000,56837
11796,1950,3580,1070,176324,N/A,176324000,49253
11797,4900,9230,2640,1396441,N/A,1396441000,151294
11798,8820,16500,6620,409585,N/A,409585000,24823
11801,22670,41240,11690,1595674,N/A,1595674000,38692
11803,14670,29330,8900,2281437,N/A,2281437000,77785
11804,2510,5020,1570,351203,N/A,351203000,69961
11901,13480,23620,7140,753227,N/A,753227000,31889
11933,3560,6200,1540,310067,N/A,310067000,50011
11934,4150,7980,2540,379048,N/A,379048000,47500
11935,1890,3180,700,234671,N/A,234671000,73796
11937,8940,15100,3940,1248671,N/A,1248671000,82693
11939,530,880,170,59143,N/A,59143000,67208
11940,2810,5140,1480,298930,N/A,298930000,58158
11941,1440,2530,580,139017,N/A,139017000,54947
11942,2620,4710,1350,280672,N/A,280672000,59591
11944,2320,3830,980,194346,N/A,194346000,50743
11946,7670,13410,3690,558512,N/A,558512000,41649
11948,660,1130,260,68161,N/A,68161000,60319
11949,7540,13860,4280,673678,N/A,673678000,48606
11950,7930,15000,5250,413905,N/A,413905000,27594
11951,6550,12110,4150,335899,N/A,335899000,27737
11952,2630,4500,1070,283720,N/A,283720000,63049
11953,6970,11820,3180,450901,N/A,450901000,38147
11954,2670,4190,890,249055,N/A,249055000,59440
11955,1740,2890,660,122252,N/A,122252000,42302
11957,420,700,100,64751,N/A,64751000,92501
11958,440,740,180,40926,N/A,40926000,55305
11961,7220,12210,2670,502864,N/A,502864000,41185
11963,4050,6610,1540,694323,N/A,694323000,105041
11967,13150,24410,7880,786617,N/A,786617000,32225
11968,5380,9100,2320,841743,N/A,841743000,92499
11971,3040,5170,1120,311229,N/A,311229000,60199
11976,1060,1830,450,281727,N/A,281727000,153949
11977,1390,2390,590,172666,N/A,172666000,72245
11978,1970,3450,980,231906,N/A,231906000,67219
11980,2600,4460,1160,208711,N/A,208711000,46796
12007,100,160,30,6853,N/A,6853000,42831
